,Museum ID,Museum Name,Legal Name,Alternate Name,Museum Type,Institution Name,Street Address (Administrative Location),City (Administrative Location),State (Administrative Location),Zip Code (Administrative Location),Street Address (Physical Location),City (Physical Location),State (Physical Location),Zip Code (Physical Location),Phone Number,Latitude,Longitude,Locale Code (NCES),County Code (FIPS),State Code (FIPS),Region Code (AAM),Employer ID Number,Tax Period,Income,Revenue
29205,8409500179,SEA LIFE AQUARIUM - GRAPEVINE,SEA LIFE AQUARIUM - GRAPEVINE,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,3000 GRAPEVINE MILLS PKWY,GRAPEVINE,TX,76051,3000 GRAPEVINE MILLS PKWY,GRAPEVINE,TX,76051.0,8778197677,32.96617,-97.04241,4.0,439.0,48.0,5,,,,
29209,8409500183,SEAWORLD SAN ANTONIO,SEAWORLD SAN ANTONIO,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,10500 SEAWORLD DRIVE,SAN ANTONIO,TX,78251,10500 SEAWORLD DRIVE,SAN ANTONIO,TX,78251.0,2105233000,29.46206,-98.69915,1.0,29.0,48.0,5,,,,
29249,8404801232,SOUTH PADRE ISLAND AQUARIUM,SOUTH PADRE ISLAND AQUARIUM,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,106 W MARLIN ST,SOUTH PADRE I,TX,78597,,,,,9567617067,26.10975,-97.16762,3.0,61.0,48.0,5,742688078,,,
29427,8409500199,TEXAS STATE AQUARIUM,TEXAS STATE AQUARIUM,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,2710 N SHORELINE BOULEVARD,CORPUS CHRISTI,TX,78402,2710 N SHORELINE BOULEVARD,CORPUS CHRISTI,TX,78402.0,3618811200,27.81475,-97.39201,4.0,355.0,48.0,5,237044950,201312.0,18329336.0,16409296.0
29553,8404801274,WILDLIFE CORRIDOR,FRIENDS OF THE WILDLIFE CORRIDOR,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,3325 GREEN JAY RD,ALAMO,TX,78516,,,,,,26.1884,-98.12547,2.0,215.0,48.0,5,742847358,201309.0,79666.0,45402.0
29672,8404900214,LIVING PLANET,LIVING PLANET INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,725 E 10600 S,SANDY,UT,84094,,,,,8013553474,40.53151,-111.90068,2.0,35.0,49.0,6,870572706,201312.0,4546530.0,3727124.0
29694,8404900022,OGDEN NATURE CENTER,GREATER OGDEN COMMUNITY NATURE CTR,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,966 WEST 12TH STREET,OGDEN,UT,84404,,,,,8016217595,41.24459,-112.00182,1.0,57.0,49.0,6,870319227,201312.0,798989.0,746306.0
29753,8404900089,WASATCH MARINE AQUARIUM SOCIETY,WASATCH MARINE AQUARIUM SOCIETY,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,6634 SOUTH 5135 WEST,WEST JORDAN,UT,84081,,,,,8019135634,40.63089,-112.01346,2.0,35.0,49.0,6,203440647,201312.0,0.0,0.0
29844,8405100357,BEAR PATH ACRES ANIMAL EDUCATIONAL CENTER,BEAR PATH ACRES ANIMAL EDUCATIONAL CENTER,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,34574 SMITHS FERRY ROAD,FRANKLIN,VA,23851,,,,,7575168774,36.55108,-76.96006,4.0,175.0,51.0,3,263064303,201312.0,105713.0,105713.0
29922,8409400103,CHESAPEAKE BAY VIRGINIA NATIONAL ESTUARINE RESEARCH RESERVE,CHESAPEAKE BAY VIRGINIA NATIONAL ESTUARINE RESEARCH RESERVE,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,7581 SPENCER ROAD,GLOUCESTER POINT,VA,23062,,,,,,37.24983,-76.49879,2.0,73.0,51.0,3,,,,
30308,8409400377,MONITOR NATIONAL MARINE SANCTUARY,MONITOR NATIONAL MARINE SANCTUARY,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,100 MUSEUM DR,NEWPORT NEWS,VA,23601,,,,,,37.04079,-76.48729,1.0,700.0,51.0,3,,,,
30453,8405100567,POTOMAC VALLEY AQUARIUM SOCIETY,POTOMAC VALLEY AQUARIUM SOCIETY INC GERALD HOFFMAN,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,PO BOX 684,MERRIFIELD,VA,22116,PO BOX 664,MERRIFIELD,VA,22116.0,,38.87367,-77.235,2.0,59.0,51.0,3,521427780,201312.0,0.0,0.0
30497,8405100369,RIVER BIRCH ANIMAL FARM,RIVER BIRCH ANIMAL FARM,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,PO BOX 159,LOCUST HILL,VA,23092,,,,,,37.59807,-76.50991,4.0,119.0,51.0,3,264671792,201312.0,0.0,0.0
30708,8405100519,WINKLER BOTANICAL PRESERVE,WINKLER BOTANICAL PRESERVE,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,5400 ROANOKE AVE,ALEXANDRIA,VA,22311,,,,,7035787888,38.80587,-77.03983,1.0,510.0,51.0,3,510243204,201312.0,2076273.0,
31013,8405000285,YOUTH SAFETY COUNCIL OF VERMONT,YOUTH SAFETY COUNCIL OF VERMONT INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,PO BOX 991,MIDDLEBURY,VT,5753,,,,,8028819050,44.00526,-73.17161,3.0,1.0,50.0,1,542167319,201312.0,50608.0,50608.0
31390,8405300746,MOUNT RAINIER NATIONAL PARK,MOUNT RAINIER NATIONAL PARK ASSOCIATES,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,55210 238TH AVENUE EAST,ASHFORD,WA,98304,,,,,3605696784,47.55881,-122.13575,1.0,33.0,53.0,6,911320409,201312.0,0.0,0.0
31454,8405300165,NORTHWEST WILDLIFE CONSERVANCY,NORTHWEST WILDLIFE CONSERVANCY,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,5301 2ND AVE S,SEATTLE,WA,98108,,,,,,47.55467,-122.33269,1.0,33.0,53.0,6,202470568,201312.0,31502.0,
31466,8409400530,OLYMPIC COAST DISCOVERY CENTER,OLYMPIC COAST DISCOVERY CENTER,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,115 EAST RAILROAD,PORT ANGELES,WA,98362,,,,,3604523255,48.12071,-123.4316,3.0,9.0,53.0,6,,,,
31467,8409400531,OLYMPIC COAST NATIONAL MARINE SANCTUARY,OLYMPIC COAST NATIONAL MARINE SANCTUARY,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,115 EAST RAILROAD,PORT ANGELES,WA,98362,,,,,,48.12071,-123.4316,3.0,9.0,53.0,6,,,,
31518,8405300542,PUGET SOUND AQUARIUM SOCIETY,PUGET SOUND AQUARIUM SOCIETY,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,1322 HUDSON STREET,DUPONT,WA,98327,,,,,,47.31125,-122.36422,2.0,33.0,53.0,6,911703830,201407.0,0.0,0.0
31552,8405300426,SEATTLE AQUARIUM,SEATTLE AQUARIUM SOCIETY-SEAS,SEATTLE AQUARIUM,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,1438 ALASKAN WAY PIER 5,SEATTLE,WA,98101,,,,,2063864332,47.60755,-122.34233,1.0,33.0,53.0,6,911189249,201312.0,15301907.0,14467857.0
31789,8405500872,BAY BEACH WILDLIFE SANCTUARY,FRIENDS OF THE BAY BEACH WILDLIFE SANCTUARY INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,1660 EAST SHORE DRIVE,GREEN BAY,WI,54302,1660 EAST SHORE DRIVE,GREEN BAY,WI,54302.0,9203913675,44.52917,-87.9782,1.0,9.0,55.0,4,391298929,201305.0,263436.0,238873.0
32034,8405500534,GREEN BAY AQUARIUM SOCIETY,GREEN BAY AQUARIUM SOCIETY,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,825 N BAY RIDGE RD,APPLETON,WI,54915,,,,,,44.49313,-87.94302,1.0,9.0,55.0,4,391642111,201409.0,0.0,0.0
32102,8405500151,HUNT HILL AUDUBON SANCTUARY,FRIENDS OF HUNT HILL AUDUBON SANCTUARY INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,N2384 HUNT HILL ROAD,SARONA,WI,54870,,,,,7156356543,45.72041,-91.73912,4.0,129.0,55.0,4,61272752,201312.0,446467.0,446467.0
32108,8405500380,INTERNATIONAL CRANE FOUNDATION,INTERNATIONAL CRANE FOUNDATION INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,EAST 11376 SHADY LANE ROAD,BARABOO,WI,53913,,,,,6083569462,43.57455,-89.76897,4.0,111.0,55.0,4,391187711,201403.0,7328650.0,6206453.0
32405,8405500884,RIDGES SANCTUARY,RIDGES SANCTUARY INC,,"ZOO, AQUARIUM, OR WILDLIFE CONSERVATION",,8270 HWY 57 PO BOX 152,BAILEYS HARBOR,WI,54202,8270 HWY 57 PO BOX 152,BAILEYS HARBOR,WI,54202.0,9208392802,45.06986,-87.14035,4.0,29.0,55.0,4,391044657,201312.0,2553470.0,2526578.0
